max # buckets,actual # buckets,ground truth split strategy,algorithm_[first solution construction],overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),(bucket type : per bucket err)
6,6,depth-count,simulated_annealing_histogram_first,7.493992834,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 4.9740383123232945) (<class '__main__.FineGrainedBucket'> : 5.192555868220842) (<class '__main__.FineGrainedBucket'> : 6.301919947281215) (<class '__main__.FineGrainedBucket'> : 4.838704691957423) (<class '__main__.FineGrainedBucket'> : 5.916989716316752) (<class '__main__.FineGrainedBucket'> : 9.031481531464095) 
6,6,depth-count,simulated_annealing_histogram_last,7.493992834,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 4.9740383123232945) (<class '__main__.FineGrainedBucket'> : 5.192555868220842) (<class '__main__.FineGrainedBucket'> : 6.301919947281215) (<class '__main__.FineGrainedBucket'> : 4.838704691957423) (<class '__main__.FineGrainedBucket'> : 5.916989716316752) (<class '__main__.FineGrainedBucket'> : 9.031481531464095) 
6,6,depth-count,simulated_annealing_histogram_random,7.493992834,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 4.9740383123232945) (<class '__main__.FineGrainedBucket'> : 5.192555868220842) (<class '__main__.FineGrainedBucket'> : 6.301919947281215) (<class '__main__.FineGrainedBucket'> : 4.838704691957423) (<class '__main__.FineGrainedBucket'> : 5.916989716316752) (<class '__main__.FineGrainedBucket'> : 9.031481531464095) 
6,6,depth-distinct,greedy_min_error_histogram,4.582121061,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 7.1756291001570025) (<class '__main__.FineGrainedBucket'> : 5.8331622794687235) (<class '__main__.FineGrainedBucket'> : 5.760768386734219) (<class '__main__.FineGrainedBucket'> : 2.0732142864891467) (<class '__main__.FineGrainedBucket'> : 7.769886080931982) (<class '__main__.FineGrainedBucket'> : 1.6923560438805663) 
6,6,depth-distinct,greedy_avg_res_histogram,4.582121061,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 7.1756291001570025) (<class '__main__.FineGrainedBucket'> : 5.8331622794687235) (<class '__main__.FineGrainedBucket'> : 5.760768386734219) (<class '__main__.FineGrainedBucket'> : 2.0732142864891467) (<class '__main__.FineGrainedBucket'> : 7.769886080931982) (<class '__main__.FineGrainedBucket'> : 1.6923560438805663) 
6,6,depth-distinct,simulated_annealing_histogram_first,4.582121061,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 7.1756291001570025) (<class '__main__.FineGrainedBucket'> : 5.8331622794687235) (<class '__main__.FineGrainedBucket'> : 5.760768386734219) (<class '__main__.FineGrainedBucket'> : 2.0732142864891467) (<class '__main__.FineGrainedBucket'> : 7.769886080931982) (<class '__main__.FineGrainedBucket'> : 1.6923560438805663) 
6,6,depth-distinct,simulated_annealing_histogram_middle,4.582121061,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 7.1756291001570025) (<class '__main__.FineGrainedBucket'> : 5.8331622794687235) (<class '__main__.FineGrainedBucket'> : 5.760768386734219) (<class '__main__.FineGrainedBucket'> : 2.0732142864891467) (<class '__main__.FineGrainedBucket'> : 7.769886080931982) (<class '__main__.FineGrainedBucket'> : 1.6923560438805663) 
6,6,depth-distinct,simulated_annealing_histogram_last,4.582121061,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 7.1756291001570025) (<class '__main__.FineGrainedBucket'> : 5.8331622794687235) (<class '__main__.FineGrainedBucket'> : 5.760768386734219) (<class '__main__.FineGrainedBucket'> : 2.0732142864891467) (<class '__main__.FineGrainedBucket'> : 7.769886080931982) (<class '__main__.FineGrainedBucket'> : 1.6923560438805663) 
6,6,width,greedy_min_error_histogram,7.926466133,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 16.36970043187766) (<class '__main__.FineGrainedBucket'> : 6.094697536862177) (<class '__main__.FineGrainedBucket'> : 8.197459242082534) (<class '__main__.FineGrainedBucket'> : 1.8820843176388014) (<class '__main__.FineGrainedBucket'> : 0.8672689654180008) (<class '__main__.FineGrainedBucket'> : 0.6066161950074734) 
6,6,width,greedy_avg_res_histogram,7.926466133,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 16.36970043187766) (<class '__main__.FineGrainedBucket'> : 6.094697536862177) (<class '__main__.FineGrainedBucket'> : 8.197459242082534) (<class '__main__.FineGrainedBucket'> : 1.8820843176388014) (<class '__main__.FineGrainedBucket'> : 0.8672689654180008) (<class '__main__.FineGrainedBucket'> : 0.6066161950074734) 
6,6,width,simulated_annealing_histogram_first,7.926466133,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 16.36970043187766) (<class '__main__.FineGrainedBucket'> : 6.094697536862177) (<class '__main__.FineGrainedBucket'> : 8.197459242082534) (<class '__main__.FineGrainedBucket'> : 1.8820843176388014) (<class '__main__.FineGrainedBucket'> : 0.8672689654180008) (<class '__main__.FineGrainedBucket'> : 0.6066161950074734) 
6,6,width,simulated_annealing_histogram_middle,7.926466133,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 16.36970043187766) (<class '__main__.FineGrainedBucket'> : 6.094697536862177) (<class '__main__.FineGrainedBucket'> : 8.197459242082534) (<class '__main__.FineGrainedBucket'> : 1.8820843176388014) (<class '__main__.FineGrainedBucket'> : 0.8672689654180008) (<class '__main__.FineGrainedBucket'> : 0.6066161950074734) 
6,6,width,simulated_annealing_histogram_last,7.926466133,0.056094742,24,19.55769231,7.788461538,90,0,(<class '__main__.FineGrainedBucket'> : 16.36970043187766) (<class '__main__.FineGrainedBucket'> : 6.094697536862177) (<class '__main__.FineGrainedBucket'> : 8.197459242082534) (<class '__main__.FineGrainedBucket'> : 1.8820843176388014) (<class '__main__.FineGrainedBucket'> : 0.8672689654180008) (<class '__main__.FineGrainedBucket'> : 0.6066161950074734) 
7,7,depth-count,greedy_min_error_histogram,15.96588389,0.065443796,28,22.81730769,9.086538462,94,0,(<class '__main__.FineGrainedBucket'> : 5.046435314394974) (<class '__main__.FineGrainedBucket'> : 4.058910541368507) (<class '__main__.FineGrainedBucket'> : 4.725427649196955) (<class '__main__.FineGrainedBucket'> : 3.5957227369894835) (<class '__main__.FineGrainedBucket'> : 3.180032939566611) (<class '__main__.FineGrainedBucket'> : 5.688242235904499) (<class '__main__.FineGrainedBucket'> : 21.786695379277244) 
7,7,depth-count,greedy_avg_res_histogram,5.376291296,0.065443796,28,22.81730769,9.086538462,94,0,(<class '__main__.FineGrainedBucket'> : 16.647523079615862) (<class '__main__.FineGrainedBucket'> : 4.058910541368507) (<class '__main__.FineGrainedBucket'> : 4.725427649196955) (<class '__main__.FineGrainedBucket'> : 3.5957227369894835) (<class '__main__.FineGrainedBucket'> : 3.180032939566611) (<class '__main__.FineGrainedBucket'> : 5.688242235904499) (<class '__main__.FineGrainedBucket'> : 5.536283795434547) 
7,7,depth-count,simulated_annealing_histogram_first,5.396657317,0.065443796,28,22.81730769,9.086538462,94,0,(<class '__main__.FineGrainedBucket'> : 5.046435314394974) (<class '__main__.FineGrainedBucket'> : 4.058910541368507) (<class '__main__.FineGrainedBucket'> : 4.725427649196955) (<class '__main__.FineGrainedBucket'> : 12.380601441457777) (<class '__main__.FineGrainedBucket'> : 3.180032939566611) (<class '__main__.FineGrainedBucket'> : 5.688242235904499) (<class '__main__.FineGrainedBucket'> : 5.536283795434547) 
